Cedula,Departamento,Sector_Productivo,Producto,Edad,Experiencia_Anios,Hectareas,Ingresos_Mensuales_COP,Monto_Prestamo_COP,Plazo_Meses,Garantia_Respaldada,Subsidio_Gobierno,Tecnologias_Usadas,Tiene_Energia_Solar,Tiene_Riego,Produccion_Anual_Ton,Exporta_Productos,Tasa_Interes_EA,Calificacion_Credito,Credito_Aprobado
15525633,Bolívar,Avicultura,Pollo_Parrillero,19,40.0,9.74,12625173.0,96457814.0,24,1.0,0,4,1,1,165.53,0,6.0,2,0
62411802,Santander,Agricultura,Yuca,58,41.0,17.62,2525459.0,175394856.0,60,0.0,1,4,0,0,33.71,1,8.14,3,1
79353566,Quindío,Ganadería,Carne_Ovina,28,12.0,17.72,12302984.0,15271300.0,36,1.0,1,4,0,0,1.17,0,6.0,2,0
30154994,Cesar,Ganadería,Carne_Ovina,41,11.0,23.72,7634121.0,178383268.0,12,0.0,1,0,1,1,190.53,0,9.13,4,1
37695858,Tolima,Agricultura,Maíz,23,4.0,17.04,7198853.0,47740947.0,60,0.0,0,4,1,1,78.92,0,13.24,2,0
22920739,Sucre,Ganadería,Carne_Bovina,43,36.0,5.81,6819376.0,137315153.0,36,0.0,1,3,1,0,191.54,1,6.56,5,1
59282339,Guaviare,Tecnología_Agrícola,Riego_Goteo,24,30.0,7.71,8030805.0,118597581.0,24,0.0,0,0,0,0,56.31,0,13.58,5,1
17726890,Boyacá,Agricultura,Yuca,74,27.0,2.16,14219718.0,112823446.0,60,1.0,0,0,0,1,13.63,0,10.2,3,1
32674714,Meta,Agricultura,Café,56,27.0,23.78,8584494.0,172575244.0,12,1.0,1,4,0,1,154.73,0,6.0,2,0
18357956,Sucre,Agricultura,Café,36,29.0,47.75,14335121.0,24806568.0,12,0.0,0,3,1,1,167.33,0,8.47,2,0
,Valle del Cauca,Agricultura,Maíz,23,17.0,6.23,3360120.0,72670465.0,24,,1,1,0,1,98.93,1,6.0,4,1
19451337,Nariño,Tecnología_Agrícola,Drones_Agrícolas,60,43.0,47.34,11082731.0,109959286.0,36,1.0,1,4,1,0,15.7,1,6.0,4,1
99729573,Caquetá,Ganadería,Carne_Caprina,46,26.0,36.8,12333801.0,163201327.0,60,1.0,1,0,1,1,131.17,1,6.0,3,1
46940933,Córdoba,Ganadería,Carne_Bovina,60,34.0,32.06,10443629.0,47206401.0,24,1.0,0,1,0,0,37.25,0,8.53,3,1
84504214,Tolima,Avicultura,Pavo,56,25.0,32.44,9418296.0,161571319.0,36,1.0,1,1,0,1,170.03,0,6.0,4,1
38688729,Nariño,Agricultura,Hortalizas,19,38.0,41.42,8820341.0,82929504.0,48,0.0,1,0,1,1,55.53,0,8.02,3,1
52019117,Valle del Cauca,Ganadería,Leche,36,17.0,5.79,13025213.0,41838202.0,48,0.0,1,1,0,1,169.69,1,8.8,5,1
34062169,Sucre,Ganadería,Leche,21,32.0,25.49,12467382.0,153002356.0,36,0.0,1,3,0,1,85.96,0,6.89,3,1
70628583,Vaupés,Piscicultura,Trucha,23,24.0,35.01,2536500.0,22725286.0,12,1.0,1,3,0,0,119.7,0,6.04,3,1
35291709,Meta,Tecnología_Agrícola,Sensores_Humedad,66,30.0,29.55,12849945.0,105379638.0,12,1.0,1,4,0,0,158.12,0,6.0,2,0
40256337,Putumayo,Avicultura,Pollo_Parrillero,74,36.0,41.72,6679774.0,17455778.0,48,0.0,0,4,1,0,9.05,0,13.2,4,1
86039128,Vichada,Ganadería,Carne_Caprina,54,1.0,4.08,4402495.0,74501482.0,12,0.0,1,1,0,1,164.41,0,9.86,3,1
35836512,Cundinamarca,Avicultura,Pavo,45,32.0,34.69,13150714.0,122209976.0,12,0.0,1,0,0,0,28.59,1,6.13,2,0
87782638,Córdoba,Agricultura,Yuca,47,38.0,26.93,6934752.0,113442531.0,36,1.0,1,3,1,0,72.33,0,6.0,3,1
41549031,Guaviare,Agricultura,Plátano,24,42.0,19.27,12278779.0,83907806.0,36,1.0,1,2,0,1,95.08,0,6.0,3,1
46346859,Vaupés,Agricultura,Maíz,26,42.0,17.34,4540331.0,88664359.0,12,1.0,0,4,0,0,179.19,0,10.07,4,1
21309411,Guaviare,Ganadería,Carne_Caprina,42,31.0,31.23,855796.0,49220063.0,36,0.0,1,3,1,1,5.47,0,8.1,2,0
63689327,Quindío,Piscicultura,Tilapia,50,17.0,44.6,7835521.0,93897105.0,60,1.0,1,1,1,0,112.28,1,6.17,4,1
49302467,Atlántico,Piscicultura,Pez_Libri,18,16.0,25.06,2223241.0,190884697.0,48,0.0,0,3,0,0,128.86,0,15.45,3,1
47944452,Guainía,Tecnología_Agrícola,Riego_Goteo,68,33.0,41.32,11512139.0,170838319.0,60,1.0,0,3,0,0,64.0,0,10.59,3,1
79790583,Caquetá,Piscicultura,Pez_Gato,23,38.0,20.41,4720267.0,33320409.0,60,0.0,1,1,1,1,58.81,1,9.09,4,1
94776775,Bolívar,Piscicultura,Trucha,35,6.0,5.57,7099768.0,10807254.0,12,,0,4,1,0,98.6,0,10.34,4,1
69220571,Córdoba,Agricultura,Hortalizas,27,41.0,3.54,2035877.0,187037241.0,12,1.0,0,4,0,0,38.23,0,8.81,4,1
65684473,La Guajira,Agricultura,Papa,45,34.0,3.04,4870561.0,107716201.0,60,1.0,0,2,0,1,94.16,0,11.29,3,1
37580296,Antioquia,Piscicultura,Pez_Gato,28,29.0,19.32,11897161.0,109878376.0,60,1.0,1,2,0,1,153.24,0,6.0,5,1
86796917,Chocó,Ganadería,Carne_Ovina,50,11.0,17.19,2952548.0,157240009.0,24,1.0,0,4,1,0,169.23,0,11.66,3,1
73655986,Sucre,Energía_Solar,Iluminación_Solar,18,34.0,36.04,9989666.0,66364350.0,24,0.0,1,4,0,1,77.65,0,6.62,3,1
85996188,Bolívar,Agricultura,Café,30,10.0,37.27,13827447.0,98971976.0,48,1.0,1,4,1,1,123.84,0,6.0,3,1
55084109,Cauca,Agricultura,Café,54,43.0,3.02,10453682.0,193889268.0,60,1.0,1,4,0,1,1.0,0,6.0,1,0
92972373,Cesar,Ganadería,Cuero,37,3.0,11.45,12316508.0,136068994.0,36,1.0,1,3,1,0,110.52,0,6.0,4,1
29053322,Sucre,Agricultura,Arroz,18,24.0,14.08,2347397.0,34980281.0,24,1.0,1,2,1,0,195.07,0,6.0,3,1
67292182,Arauca,Agricultura,Cebolla,69,31.0,27.61,4360392.0,30979216.0,12,1.0,1,1,0,0,63.14,0,6.0,5,1
93700525,Guainía,Porcícola,Cerdo_Encaste,20,19.0,7.65,13502452.0,44831628.0,60,1.0,0,0,0,1,119.36,0,9.33,3,1
83684580,Putumayo,Agricultura,Arroz,35,30.0,7.13,10954500.0,154508777.0,36,0.0,1,1,0,0,152.69,1,7.73,4,1
79111188,Risaralda,Piscicultura,Tilapia,58,3.0,47.22,9881664.0,62598516.0,36,1.0,1,0,0,1,122.18,0,7.52,4,1
49816537,Huila,Agricultura,Yuca,31,37.0,40.31,10225488.0,9170825.0,36,0.0,0,3,0,0,84.28,0,9.75,5,1
72671672,Santander,Agricultura,Arroz,48,0.0,9.44,6681648.0,189114001.0,12,1.0,1,2,0,0,31.36,0,6.0,2,0
94380672,Caldas,Ganadería,Leche,44,2.0,20.63,1432704.0,38094116.0,24,1.0,0,0,1,1,93.28,1,12.8,5,1
90908854,Santander,Avicultura,Pavo,34,36.0,18.1,11939070.0,6863846.0,36,0.0,1,4,1,1,59.66,1,6.0,5,1
47132658,Huila,Ganadería,Cuero,72,21.0,39.65,10437728.0,51240662.0,24,1.0,0,3,1,1,139.49,1,8.35,5,1
70749710,Caquetá,Avicultura,Huevo_Posterior,63,16.0,25.76,7513823.0,50830613.0,48,1.0,1,0,0,0,88.94,0,8.03,5,1
28492846,La Guajira,Agricultura,Plátano,46,13.0,6.83,13576587.0,87291024.0,12,1.0,0,4,0,0,170.13,0,6.89,5,1
87652169,Chocó,Avicultura,Codorniz,53,40.0,37.08,5573467.0,184476017.0,24,0.0,0,3,0,1,39.47,0,13.06,4,1
38088632,Córdoba,Agricultura,Maíz,54,34.0,20.15,4979369.0,176441059.0,24,1.0,1,0,0,1,84.13,0,6.0,4,1
29894388,Caquetá,Porcícola,Chancho_Gordo,43,,13.51,13193708.0,94094438.0,36,1.0,1,4,0,1,111.94,1,6.0,4,1
52827417,Vaupés,Piscicultura,Pez_Gato,70,34.0,19.09,12117225.0,85125481.0,36,1.0,1,2,0,0,26.08,0,6.0,4,1
98121122,Vaupés,Tecnología_Agrícola,Drones_Agrícolas,34,42.0,25.14,8112713.0,113226772.0,12,1.0,0,3,1,1,117.99,0,6.38,4,1
45453171,Cundinamarca,Ganadería,Cuero,39,1.0,17.48,2656433.0,52473532.0,24,0.0,0,0,0,1,58.89,1,16.97,5,1
36395160,Boyacá,Agricultura,Yuca,42,12.0,12.47,3854015.0,15176073.0,60,1.0,1,4,0,0,46.68,0,6.0,2,0
94903513,Caldas,Agricultura,Plátano,19,15.0,20.23,10118437.0,188148707.0,36,1.0,1,2,0,1,29.24,0,6.0,4,1
68435658,Tolima,Avicultura,Codorniz,72,17.0,1.45,6267586.0,41406302.0,36,1.0,0,4,1,0,70.63,0,10.12,3,1
81769893,Córdoba,Piscicultura,Camarón,39,6.0,38.74,12677919.0,43688142.0,48,0.0,1,2,0,0,185.87,0,9.24,3,1
21149697,Arauca,Avicultura,Pollo_Parrillero,22,44.0,8.96,14289361.0,97129764.0,12,1.0,0,0,0,0,7.17,0,7.46,2,0
23757649,Cundinamarca,Agricultura,Café,21,35.0,2.67,12240044.0,100864602.0,24,1.0,0,4,0,1,170.58,0,8.5,3,1
61913178,Nariño,Ganadería,Leche,53,40.0,32.86,6161145.0,8594671.0,24,1.0,0,4,0,0,80.07,0,8.89,5,1
90535969,Nariño,Agricultura,Café,23,29.0,38.81,11999347.0,33851174.0,24,1.0,1,1,1,1,112.76,0,6.0,3,1
62418906,Norte de Santander,Tecnología_Agrícola,Riego_Goteo,69,41.0,40.78,5790472.0,78740190.0,36,1.0,1,3,0,0,103.05,1,6.0,4,1
,Meta,Porcícola,Cerdo_Mestizo,38,40.0,24.93,3172821.0,138327485.0,12,1.0,1,4,0,0,185.22,0,6.0,2,0
35146282,Córdoba,Tecnología_Agrícola,Sensores_Humedad,30,,10.67,1274184.0,49541599.0,24,0.0,1,2,0,0,154.26,1,11.58,5,1
16857658,Risaralda,Agricultura,Arroz,71,14.0,36.99,6277177.0,87487817.0,60,1.0,0,3,1,1,196.98,1,11.26,4,1
74164715,Chocó,Piscicultura,Trucha,54,39.0,35.14,13630542.0,113682288.0,48,1.0,1,0,0,0,159.09,1,6.0,3,1
37915002,Vaupés,Porcícola,Cerdo_Mestizo,72,18.0,12.69,4193610.0,178275536.0,48,1.0,1,3,0,0,59.88,0,7.47,3,1
78105394,Sucre,Ganadería,Carne_Ovina,42,42.0,45.22,3732487.0,68583748.0,24,0.0,1,1,0,0,192.61,0,7.95,3,1
96487703,Cauca,Energía_Solar,Iluminación_Solar,43,36.0,5.67,14571455.0,31043862.0,36,1.0,0,0,0,0,196.73,1,9.45,3,1
74991256,La Guajira,Tecnología_Agrícola,Riego_Goteo,72,,49.14,1155058.0,100408084.0,48,0.0,1,4,0,0,25.5,1,11.6,3,1
49785651,Atlántico,Energía_Solar,Placa_Fotovoltaica,56,41.0,43.08,11958107.0,150610712.0,48,0.0,1,0,0,0,180.31,0,8.38,5,1
64440645,Cesar,Porcícola,Lechón,37,12.0,34.55,5363453.0,26422653.0,48,1.0,1,0,0,0,133.18,1,8.92,4,1
21292148,Norte de Santander,Agricultura,Cacao,50,39.0,46.97,1332329.0,87813281.0,48,1.0,1,1,0,1,184.48,0,6.99,3,1
46919127,Bolívar,Agricultura,Maíz,31,40.0,36.25,13832796.0,8468103.0,24,0.0,1,2,1,0,183.23,1,6.0,5,1
90074928,Magdalena,Tecnología_Agrícola,Sensores_Humedad,73,42.0,9.93,2782921.0,11544040.0,12,1.0,0,0,0,1,178.38,0,11.42,1,0
87688894,Bolívar,Agricultura,Café,53,42.0,22.39,8635266.0,99175906.0,12,1.0,1,2,0,0,177.17,0,6.0,3,1
41199893,Putumayo,Porcícola,Cerdo_Encaste,34,30.0,4.04,4691570.0,63148473.0,36,1.0,1,3,0,0,24.41,0,6.0,4,1
15786265,Risaralda,Porcícola,Lechón,38,15.0,19.79,1725738.0,169795923.0,60,0.0,1,1,0,1,29.56,0,12.86,1,0
66240283,Huila,Piscicultura,Trucha,63,41.0,37.21,1508899.0,122420090.0,12,1.0,1,4,0,1,24.44,0,6.0,2,0
41299028,Córdoba,Tecnología_Agrícola,Riego_Goteo,33,43.0,19.63,2440905.0,93516928.0,60,1.0,0,0,0,1,19.11,1,12.03,3,1
75170480,Cauca,Ganadería,Carne_Ovina,63,5.0,16.85,1813412.0,84547397.0,12,0.0,1,2,0,0,71.3,0,9.91,4,1
39168464,Antioquia,Ganadería,Leche,33,27.0,29.97,11599925.0,101962869.0,12,1.0,0,0,0,1,137.11,0,10.51,5,1
45966581,Vaupés,Agricultura,Plátano,73,31.0,43.67,7695040.0,12885572.0,36,1.0,0,1,0,1,71.58,0,10.27,4,1
82507733,Antioquia,Ganadería,Carne_Caprina,37,43.0,2.86,5669068.0,179094705.0,48,0.0,1,4,1,1,144.34,1,8.86,4,1
26405566,Arauca,Agricultura,Yuca,46,9.0,19.58,6740839.0,199669115.0,36,1.0,0,3,0,1,164.24,0,11.13,4,1
19427504,Córdoba,Ganadería,Cuero,45,17.0,8.33,13991044.0,40389989.0,12,1.0,0,3,0,0,133.58,1,8.36,3,1
88795078,Caldas,Energía_Solar,Iluminación_Solar,25,3.0,34.92,13732676.0,28474678.0,48,1.0,0,2,0,0,93.56,0,10.86,4,1
17022336,Vaupés,Tecnología_Agrícola,Drones_Agrícolas,41,8.0,5.73,10962606.0,32997605.0,48,1.0,1,3,0,1,59.81,0,6.0,4,1
29655820,Norte de Santander,Agricultura,Papa,20,6.0,33.41,13362490.0,133900276.0,48,1.0,1,2,0,0,25.76,0,6.0,3,1
98213938,Huila,Ganadería,Cuero,42,7.0,14.67,5339002.0,133980963.0,60,1.0,0,4,0,1,99.24,1,12.42,2,0
89594423,Caldas,Tecnología_Agrícola,Drones_Agrícolas,36,42.0,10.35,6211752.0,170345212.0,12,1.0,0,0,0,0,144.2,0,10.61,5,1
34210749,Boyacá,Agricultura,Maíz,50,6.0,46.85,9514713.0,151606146.0,24,1.0,1,1,0,1,110.1,0,6.0,1,0
85761695,Cauca,Agricultura,Yuca,19,40.0,1.42,9655488.0,92689486.0,36,0.0,1,4,0,0,144.57,0,7.4,5,1
23691164,Meta,Agricultura,Papa,32,39.0,22.17,7640138.0,124506796.0,60,0.0,0,4,0,0,67.71,0,11.48,3,1
32761900,Valle del Cauca,Piscicultura,Pez_Libri,39,2.0,1.57,6489341.0,139215511.0,36,1.0,1,3,1,1,14.29,1,6.0,4,1
21707868,Santander,Agricultura,Arroz,27,16.0,24.44,14803760.0,104983612.0,24,0.0,1,3,1,0,154.45,0,6.0,3,1
24246173,Cundinamarca,Tecnología_Agrícola,Automatización_Invernadero,35,1.0,25.3,12459955.0,97751942.0,48,1.0,1,1,1,0,44.73,1,6.0,5,1
20055079,La Guajira,Ganadería,Cuero,39,14.0,16.42,6976719.0,130794002.0,24,1.0,1,0,0,0,123.64,0,6.02,4,1
23781009,Huila,Piscicultura,Trucha,63,28.0,7.04,11127553.0,113707537.0,36,1.0,1,4,1,1,161.05,0,6.0,2,0
64952704,Meta,Agricultura,Cebolla,66,21.0,19.13,4627776.0,130568750.0,24,1.0,0,3,0,1,28.68,0,11.78,3,1
77812526,Arauca,Ganadería,Leche,44,3.0,33.78,2222404.0,124506681.0,12,1.0,0,4,1,1,120.1,0,9.65,3,1
23769205,Norte de Santander,Porcícola,Lechón,30,5.0,39.23,5804521.0,145243329.0,24,0.0,0,0,1,1,138.19,1,15.9,5,1
24013403,Antioquia,Avicultura,Codorniz,50,37.0,26.77,6522214.0,130346684.0,12,1.0,1,2,1,0,149.56,0,6.0,4,1
62991088,Magdalena,Avicultura,Huevo_Posterior,22,25.0,29.7,1034827.0,106349785.0,24,1.0,1,0,0,0,30.39,0,7.67,4,1
75954738,Arauca,Piscicultura,Tilapia,43,10.0,10.43,12370046.0,137950378.0,12,1.0,1,4,0,0,165.2,1,6.0,2,0
49648899,Tolima,Tecnología_Agrícola,Drones_Agrícolas,30,25.0,14.72,5900546.0,92648983.0,12,0.0,0,4,0,1,19.74,1,12.94,4,1
87462428,Tolima,Avicultura,Codorniz,44,16.0,8.51,9041938.0,52125889.0,24,0.0,1,1,0,1,104.4,0,9.13,5,1
65849014,Magdalena,Avicultura,Pavo,74,23.0,12.84,1850277.0,5276553.0,60,1.0,1,4,0,0,89.24,1,6.02,4,1
47003110,Atlántico,Agricultura,Arroz,31,27.0,11.63,3284955.0,114193009.0,48,1.0,1,3,0,0,45.13,0,7.14,2,0
23942402,Boyacá,Agricultura,Plátano,41,34.0,26.21,13433651.0,120177769.0,48,1.0,1,1,0,0,61.08,0,6.0,4,1
99097673,Vaupés,Agricultura,Café,20,30.0,28.35,9443363.0,194549548.0,48,1.0,1,4,1,0,33.72,0,6.0,4,1
91602413,Cauca,Porcícola,Cerdo_Encaste,64,12.0,47.27,14294034.0,75488275.0,12,0.0,1,0,0,0,85.72,0,6.11,4,1
20669435,Guaviare,Ganadería,Carne_Caprina,68,34.0,10.18,14982250.0,81855982.0,48,1.0,1,4,0,0,8.07,1,6.0,2,0
93750880,Putumayo,Ganadería,Leche,66,15.0,32.26,6080414.0,44350918.0,12,1.0,1,0,1,0,177.89,0,6.0,1,0
53728950,Arauca,Energía_Solar,Secador_Solar,47,14.0,40.95,5043004.0,18754188.0,60,0.0,0,0,1,1,33.53,0,16.51,5,1
21484508,Putumayo,Energía_Solar,Iluminación_Solar,52,,28.23,12988656.0,155696876.0,24,1.0,1,4,0,0,177.32,0,6.0,3,1
17449607,Caldas,Tecnología_Agrícola,Automatización_Invernadero,65,17.0,13.12,14980282.0,53687808.0,24,1.0,1,0,0,1,172.85,0,6.0,3,1
97929144,Guainía,Ganadería,Carne_Caprina,31,36.0,13.5,9740906.0,123736448.0,12,1.0,1,2,0,0,90.88,1,6.0,4,1
23839094,Bolívar,Porcícola,Cerdo_Encaste,29,40.0,2.44,12090998.0,139115742.0,12,1.0,1,1,0,1,100.05,0,6.0,4,1
26701250,Antioquia,Agricultura,Arroz,45,26.0,15.62,11900791.0,96891154.0,60,0.0,1,4,1,0,61.08,0,6.0,5,1
62934615,Boyacá,Agricultura,Hortalizas,61,34.0,37.36,5845824.0,175888662.0,48,1.0,1,2,1,1,199.38,1,6.0,2,0
46992982,Guainía,Agricultura,Arroz,46,44.0,2.85,8954639.0,91539994.0,60,1.0,1,0,0,0,134.48,0,6.0,4,1
77185082,Sucre,Ganadería,Cuero,60,34.0,11.36,12629409.0,60557181.0,24,,0,0,1,0,190.41,0,8.12,2,0
33656190,Atlántico,Ganadería,Carne_Caprina,34,27.0,35.46,10571217.0,179723027.0,24,1.0,1,1,1,1,83.54,0,6.0,1,0
94656124,Guaviare,Energía_Solar,Iluminación_Solar,57,38.0,39.24,1100526.0,173005035.0,48,1.0,1,2,1,1,176.72,0,6.04,2,0
15579079,Caldas,Agricultura,Café,66,37.0,23.04,5581220.0,36987790.0,24,1.0,0,2,1,0,90.2,0,10.14,4,1
54489781,Bolívar,Porcícola,Cerdo_Encaste,38,8.0,35.05,2851555.0,10062399.0,12,1.0,1,4,0,0,173.5,0,6.67,4,1
90170222,Vichada,Piscicultura,Tilapia,74,11.0,19.7,4108205.0,22547183.0,24,1.0,1,0,0,0,27.05,1,7.04,3,1
39822180,Vaupés,Agricultura,Café,40,14.0,8.42,13657951.0,60876743.0,36,1.0,1,3,0,1,127.73,1,6.0,1,0
63517362,Vichada,Ganadería,Carne_Bovina,37,20.0,20.21,1323885.0,194590661.0,48,0.0,1,4,1,1,136.06,1,7.72,4,1
93463150,Cundinamarca,Agricultura,Plátano,28,34.0,29.21,3921170.0,113910650.0,48,0.0,0,4,1,0,131.58,1,13.96,2,0
18860935,Sucre,Piscicultura,Pez_Libri,74,41.0,47.43,5195885.0,77786038.0,48,1.0,1,4,0,0,89.96,1,6.0,2,0
34444321,Cauca,Ganadería,Carne_Bovina,74,32.0,3.9,9559754.0,178299638.0,36,,1,1,0,0,137.1,1,8.45,4,1
95808215,Risaralda,Agricultura,Cacao,51,18.0,25.62,8384244.0,93361585.0,60,0.0,0,1,0,0,48.65,1,15.5,3,1
25105101,Cauca,Agricultura,Plátano,27,22.0,16.78,3899427.0,66471533.0,12,1.0,0,4,1,1,119.57,0,8.81,3,1
50576287,Santander,Piscicultura,Tilapia,27,12.0,25.66,3132223.0,188537808.0,48,0.0,1,3,0,1,111.29,0,9.98,4,1
61309687,Vaupés,Tecnología_Agrícola,Riego_Goteo,60,43.0,1.69,4162532.0,170655945.0,24,0.0,1,2,0,1,64.35,0,8.4,2,0
86106218,La Guajira,Ganadería,Carne_Bovina,23,0.0,15.99,7935921.0,169515333.0,12,1.0,1,2,0,0,155.99,0,7.23,5,0
39677043,Guainía,Porcícola,Chancho_Gordo,53,28.0,41.08,4650725.0,104895525.0,24,1.0,1,0,1,1,17.09,1,6.0,4,1
60831524,Huila,Porcícola,Chancho_Gordo,41,23.0,27.92,14255956.0,158940488.0,12,1.0,0,2,1,0,35.12,0,8.08,1,0
79071029,Atlántico,Tecnología_Agrícola,Drones_Agrícolas,29,15.0,22.8,7386886.0,39973905.0,12,1.0,0,2,0,1,94.76,1,11.42,4,1
85094484,Nariño,Avicultura,Pavo,60,24.0,14.63,1634903.0,116778477.0,24,1.0,0,3,0,1,178.46,0,11.47,3,1
10611213,La Guajira,Piscicultura,Trucha,72,22.0,15.25,11155583.0,196849955.0,24,1.0,1,2,1,1,115.46,0,6.0,4,1
61100382,La Guajira,Porcícola,Lechón,40,27.0,19.46,5469603.0,61736894.0,12,1.0,0,3,1,0,168.57,0,9.85,4,1
59349430,Cundinamarca,Energía_Solar,Iluminación_Solar,44,15.0,41.86,10079543.0,159898704.0,48,1.0,1,1,0,0,104.0,1,6.0,5,1
65842822,Tolima,Ganadería,Carne_Bovina,74,42.0,48.38,4770240.0,100643289.0,24,1.0,1,3,0,1,157.31,1,6.0,5,1
45393865,Caquetá,Ganadería,Carne_Caprina,62,37.0,22.21,8904561.0,12762108.0,36,1.0,1,1,0,0,65.83,1,6.0,4,1
83678496,Atlántico,Agricultura,Hortalizas,54,10.0,19.97,11764566.0,153788783.0,36,,1,3,0,1,163.21,0,6.0,4,1
97558294,Valle del Cauca,Avicultura,Pavo,23,2.0,42.4,13977724.0,37870983.0,12,0.0,1,4,0,0,80.94,0,6.0,1,0
28803796,Bolívar,Avicultura,Pavo,18,14.0,21.63,4508005.0,128137346.0,60,1.0,0,1,0,0,112.21,0,13.71,5,1
16202258,La Guajira,Agricultura,Papa,23,0.0,27.82,5554969.0,21704518.0,12,0.0,0,1,0,0,36.0,0,17.1,1,0
98225315,Vaupés,Piscicultura,Camarón,67,6.0,11.93,7392583.0,189639143.0,12,1.0,0,2,1,0,184.17,1,9.35,4,1
86989724,Guaviare,Ganadería,Leche,39,0.0,37.3,13965883.0,61886158.0,48,1.0,1,1,0,1,140.59,0,6.0,2,0
75174203,Norte de Santander,Agricultura,Yuca,58,31.0,26.83,13599693.0,49160615.0,48,1.0,0,3,0,1,171.91,0,8.08,3,1
80635601,Tolima,Tecnología_Agrícola,Sensores_Humedad,41,8.0,40.55,2076272.0,30181599.0,60,0.0,1,4,0,1,42.36,0,10.36,2,0
85899393,Vaupés,Agricultura,Arroz,42,28.0,39.15,2673404.0,189470428.0,60,1.0,0,4,0,0,14.47,0,10.42,2,0
28786176,Caquetá,Agricultura,Arroz,32,25.0,11.14,7836230.0,143821230.0,60,0.0,0,2,0,0,68.1,0,14.12,2,0
31232430,Guaviare,Piscicultura,Trucha,43,22.0,35.92,2313994.0,149623873.0,60,1.0,0,3,1,1,103.82,1,12.0,3,1
50473321,Antioquia,Porcícola,Cerdo_Encaste,25,44.0,40.1,5707248.0,102383889.0,60,1.0,1,3,0,0,160.67,0,6.37,3,1
64148094,Tolima,Agricultura,Maíz,68,42.0,17.63,2907072.0,97571918.0,12,0.0,1,0,0,1,80.15,1,9.56,3,1
30153729,Bolívar,Porcícola,Lechón,41,28.0,9.04,9831773.0,26454142.0,12,1.0,1,1,0,0,54.72,0,6.0,3,1
,Sucre,Piscicultura,Pez_Libri,65,37.0,0.63,14282835.0,114169014.0,36,0.0,1,2,1,1,75.14,1,6.0,4,1
22790902,Atlántico,Agricultura,Papa,55,32.0,22.82,14953620.0,53148717.0,36,1.0,1,4,0,1,141.02,0,6.0,5,1
87582731,Cundinamarca,Agricultura,Cacao,23,6.0,17.95,6128424.0,195543340.0,24,0.0,1,0,0,0,67.91,0,10.49,4,1
87973011,Santander,Piscicultura,Camarón,71,11.0,27.97,9305979.0,160333283.0,12,0.0,1,3,0,1,195.85,0,7.81,1,0
16193956,Nariño,Agricultura,Hortalizas,52,30.0,9.81,12959001.0,85533452.0,60,0.0,1,1,0,1,35.82,0,8.23,2,0
23579173,Risaralda,Tecnología_Agrícola,Sensores_Humedad,59,31.0,43.05,2467961.0,34511545.0,24,0.0,1,4,1,1,150.87,0,8.02,3,1
99323229,Guaviare,Avicultura,Pavo,18,19.0,13.26,10591815.0,158139680.0,48,1.0,1,0,0,0,118.24,1,6.09,5,1
91638280,Huila,Tecnología_Agrícola,Automatización_Invernadero,63,16.0,11.71,6605580.0,28800485.0,12,1.0,1,3,1,0,47.39,0,6.0,2,0
84380340,Guainía,Agricultura,Maíz,53,35.0,24.3,3727275.0,41920082.0,36,1.0,1,4,0,1,150.97,1,6.0,4,1
66761259,Arauca,Tecnología_Agrícola,Riego_Goteo,29,2.0,25.19,6519101.0,46246501.0,12,0.0,1,4,1,1,90.06,0,8.0,1,0
13266402,Norte de Santander,Ganadería,Carne_Caprina,55,0.0,11.15,1878636.0,113593674.0,12,1.0,0,3,0,1,136.8,0,13.23,3,0
57044083,Valle del Cauca,Ganadería,Leche,28,26.0,13.96,10674782.0,158476048.0,12,1.0,1,3,1,1,132.79,0,6.0,4,1
34899065,Quindío,Agricultura,Café,29,39.0,8.9,4388946.0,66291401.0,12,1.0,0,2,0,0,23.02,0,11.12,3,1
68436437,Caldas,Agricultura,Plátano,59,32.0,36.06,5221960.0,21510614.0,48,1.0,1,4,0,1,168.16,0,6.0,3,1
74910615,La Guajira,Porcícola,Cerdo_Encaste,67,19.0,38.62,2519354.0,95585000.0,36,1.0,1,3,0,0,136.61,0,7.34,5,1
97994960,Huila,Ganadería,Carne_Caprina,56,13.0,23.39,13078159.0,150881497.0,12,0.0,1,0,1,1,156.34,1,7.51,2,0
24072989,Nariño,Agricultura,Cebolla,24,35.0,35.85,7806909.0,48224449.0,48,1.0,0,1,0,0,90.11,0,10.22,4,1
,Putumayo,Piscicultura,Pez_Gato,28,4.0,36.93,8924486.0,47885287.0,24,1.0,0,2,0,0,39.82,1,10.7,3,1
81370810,Bolívar,Agricultura,Cacao,53,22.0,7.34,8885944.0,189709270.0,12,1.0,0,3,0,0,65.92,0,8.29,5,1
93976173,Antioquia,Piscicultura,Trucha,69,44.0,48.33,6629002.0,191059977.0,48,0.0,0,1,1,1,180.39,0,13.36,4,1
19944790,Sucre,Ganadería,Carne_Caprina,48,14.0,41.14,3533925.0,198140818.0,60,0.0,1,2,0,1,187.67,0,8.97,2,0
89908991,Vichada,Avicultura,Codorniz,50,5.0,10.62,11380885.0,162493622.0,24,1.0,1,4,0,1,96.89,0,6.0,5,1
